,id_col,step_col,tmp_col
1299,idx_624,INGEST,2024-10-27 17:36:50.380367
1300,idx_624,PROCESSING,2024-10-27 17:50:42.380367
1301,idx_624,PROCESSING,2024-10-27 17:54:11.380367
1302,idx_624,ASSIGNED,2024-10-27 17:59:34.380367
1303,idx_625,INGEST,2024-10-27 17:35:04.380370
1304,idx_626,INGEST,2024-10-27 17:52:04.380372
1305,idx_627,INGEST,2024-10-27 18:02:40.380374
1306,idx_628,INGEST,2024-10-27 18:03:41.380376
1307,idx_629,INGEST,2024-10-27 17:49:31.380378
1308,idx_629,PROCESSING,2024-10-27 18:06:50.380378
1309,idx_630,INGEST,2024-10-27 18:12:50.380380
1310,idx_630,PROCESSING,2024-10-27 18:18:29.380380
1311,idx_630,WORKING,2024-10-27 19:13:26.380380
1312,idx_631,INGEST,2024-10-27 17:51:58.380382
1313,idx_632,INGEST,2024-10-27 17:46:14.380384
1314,idx_633,INGEST,2024-10-27 17:39:46.380386
1315,idx_634,INGEST,2024-10-27 17:28:17.380388
1316,idx_634,PROCESSING,2024-10-27 17:28:46.380388
1317,idx_634,ASSIGNED,2024-10-27 17:33:33.380388
1318,idx_634,WORKING,2024-10-27 19:25:29.380388
1319,idx_634,PENDING_APPROVAL,2024-10-27 19:41:02.380388
1320,idx_634,APPROVED,2024-10-27 19:44:34.380388
1321,idx_634,CLOSED,2024-10-27 19:44:34.380388
1322,idx_635,INGEST,2024-10-27 17:38:31.380390
1323,idx_636,INGEST,2024-10-27 18:07:13.380392
1324,idx_637,INGEST,2024-10-27 17:37:48.380394
1325,idx_638,INGEST,2024-10-27 18:15:30.380396
1326,idx_639,INGEST,2024-10-27 17:42:40.380398
1327,idx_639,PROCESSING,2024-10-27 17:54:05.380398
1328,idx_639,WORKING,2024-10-27 19:43:36.380398
1329,idx_639,PENDING_APPROVAL,2024-10-27 19:57:18.380398
1330,idx_639,APPROVED,2024-10-27 20:02:24.380398
1331,idx_639,CLOSED,2024-10-27 20:02:24.380398
1332,idx_640,INGEST,2024-10-27 18:02:43.380400
1333,idx_641,INGEST,2024-10-27 18:14:31.380402
1334,idx_641,PROCESSING,2024-10-27 18:19:52.380402
1335,idx_641,PROCESSING,2024-10-27 18:23:17.380402
1336,idx_641,WORKING,2024-10-27 19:15:06.380402
1337,idx_641,PENDING_APPROVAL,2024-10-27 19:30:30.380402
1338,idx_641,APPROVED,2024-10-27 19:31:05.380402
1339,idx_641,CLOSED,2024-10-27 19:31:05.380402
1340,idx_642,INGEST,2024-10-27 17:34:43.380404
1341,idx_642,PROCESSING,2024-10-27 17:41:28.380404
1342,idx_642,ASSIGNED,2024-10-27 17:47:05.380404
1343,idx_642,WORKING,2024-10-27 19:15:14.380404
1344,idx_642,PENDING_APPROVAL,2024-10-27 19:27:55.380404
1345,idx_642,APPROVED,2024-10-27 19:28:52.380404
1346,idx_642,CLOSED,2024-10-27 19:28:52.380404
1347,idx_643,INGEST,2024-10-27 18:10:54.380406
1348,idx_644,INGEST,2024-10-27 17:44:23.380408
1349,idx_645,INGEST,2024-10-27 17:46:55.380410
1350,idx_646,INGEST,2024-10-27 18:01:39.380412
1351,idx_647,INGEST,2024-10-27 17:54:03.380414
1352,idx_648,INGEST,2024-10-27 17:39:59.380416
1353,idx_649,INGEST,2024-10-27 18:06:47.380418
1354,idx_650,INGEST,2024-10-27 18:17:27.380420
1355,idx_651,INGEST,2024-10-27 17:32:16.380422
1356,idx_652,INGEST,2024-10-27 17:29:27.380424
1357,idx_653,INGEST,2024-10-27 17:28:39.380426
1358,idx_654,INGEST,2024-10-27 17:28:56.380428
1359,idx_655,INGEST,2024-10-27 18:15:31.380430
1360,idx_656,INGEST,2024-10-27 17:31:53.380432
1361,idx_657,INGEST,2024-10-27 18:13:33.380434
1362,idx_657,PROCESSING,2024-10-27 18:15:31.380434
1363,idx_657,INGEST,2024-10-27 18:16:58.380434
1364,idx_658,INGEST,2024-10-27 18:06:12.380436
1365,idx_658,PROCESSING,2024-10-27 18:23:21.380436
1366,idx_658,WORKING,2024-10-27 20:23:59.380436
1367,idx_658,PENDING_APPROVAL,2024-10-27 20:39:19.380436
1368,idx_658,APPROVED,2024-10-27 20:44:17.380436
1369,idx_658,CLOSED,2024-10-27 20:44:17.380436
1370,idx_659,INGEST,2024-10-27 17:30:42.380438
1371,idx_660,INGEST,2024-10-27 18:14:11.381147
1372,idx_660,PROCESSING,2024-10-27 18:23:53.381147
1373,idx_660,INGEST,2024-10-27 18:24:05.381147
1374,idx_660,PROCESSING,2024-10-27 18:36:51.381147
1375,idx_660,ASSIGNED,2024-10-27 18:43:14.381147
1376,idx_660,WORKING,2024-10-27 20:41:12.381147
1377,idx_661,INGEST,2024-10-27 17:37:19.381154
1378,idx_662,INGEST,2024-10-27 17:51:55.381156
1379,idx_662,PROCESSING,2024-10-27 18:05:53.381156
1380,idx_662,PROCESSING,2024-10-27 18:09:24.381156
1381,idx_662,WORKING,2024-10-27 20:02:21.381156
1382,idx_663,INGEST,2024-10-27 17:32:04.381158
1383,idx_664,INGEST,2024-10-27 17:31:47.381160
1384,idx_665,INGEST,2024-10-27 17:41:28.381162
1385,idx_665,PROCESSING,2024-10-27 17:49:35.381162
1386,idx_665,WORKING,2024-10-27 18:57:50.381162
1387,idx_665,PENDING_APPROVAL,2024-10-27 19:10:05.381162
1388,idx_665,APPROVED,2024-10-27 19:15:52.381162
1389,idx_665,PROCESSING,2024-10-27 19:18:24.381162
1390,idx_665,ASSIGNED,2024-10-27 19:22:54.381162
1391,idx_666,INGEST,2024-10-27 17:48:58.381164
1392,idx_667,INGEST,2024-10-27 17:28:45.381166
1393,idx_667,PROCESSING,2024-10-27 17:43:15.381166
1394,idx_667,WORKING,2024-10-27 19:17:37.381166
1395,idx_667,PENDING_APPROVAL,2024-10-27 19:39:06.381166
1396,idx_667,APPROVED,2024-10-27 19:48:58.381166
1397,idx_668,INGEST,2024-10-27 17:59:15.381168
1398,idx_669,INGEST,2024-10-27 17:55:37.381170
1399,idx_670,INGEST,2024-10-27 17:48:59.381172
1400,idx_670,PROCESSING,2024-10-27 17:54:54.381172
1401,idx_670,PROCESSING,2024-10-27 17:57:30.381172
1402,idx_671,INGEST,2024-10-27 18:10:51.381174
1403,idx_672,INGEST,2024-10-27 17:41:50.381177
1404,idx_673,INGEST,2024-10-27 18:07:57.381181
1405,idx_673,PROCESSING,2024-10-27 18:12:52.381181
1406,idx_673,WORKING,2024-10-27 19:49:28.381181
1407,idx_673,PENDING_APPROVAL,2024-10-27 20:04:26.381181
1408,idx_673,APPROVED,2024-10-27 20:05:45.381181
1409,idx_673,PROCESSING,2024-10-27 20:07:54.381181
1410,idx_674,INGEST,2024-10-27 17:33:45.381183
1411,idx_675,INGEST,2024-10-27 17:40:07.381185
1412,idx_676,INGEST,2024-10-27 17:34:04.381187
1413,idx_677,INGEST,2024-10-27 17:48:41.381189
1414,idx_678,INGEST,2024-10-27 17:43:13.381191
1415,idx_679,INGEST,2024-10-27 17:58:45.381193
1416,idx_680,INGEST,2024-10-27 17:31:03.381195
1417,idx_681,INGEST,2024-10-27 18:17:02.381197
1418,idx_682,INGEST,2024-10-27 17:59:43.381199
1419,idx_683,INGEST,2024-10-27 18:08:59.381201
1420,idx_684,INGEST,2024-10-27 17:45:30.381202
1421,idx_685,INGEST,2024-10-27 18:00:12.381204
1422,idx_686,INGEST,2024-10-27 17:44:41.381206
1423,idx_686,PROCESSING,2024-10-27 17:55:00.381206
1424,idx_686,ASSIGNED,2024-10-27 17:58:54.381206
1425,idx_687,INGEST,2024-10-27 17:42:59.381208
1426,idx_688,INGEST,2024-10-27 17:51:57.381210
1427,idx_689,INGEST,2024-10-27 17:32:34.381212
1428,idx_690,INGEST,2024-10-27 17:38:22.381214
1429,idx_691,INGEST,2024-10-27 17:33:06.381216
1430,idx_691,PROCESSING,2024-10-27 17:47:24.381216
1431,idx_692,INGEST,2024-10-27 17:59:15.381218
1432,idx_693,INGEST,2024-10-27 18:02:19.381220
1433,idx_693,PROCESSING,2024-10-27 18:12:15.381220
1434,idx_693,ASSIGNED,2024-10-27 18:21:14.381220
1435,idx_693,WORKING,2024-10-27 19:46:20.381220
1436,idx_693,PENDING_APPROVAL,2024-10-27 19:57:51.381220
1437,idx_693,APPROVED,2024-10-27 20:10:16.381220
1438,idx_693,CLOSED,2024-10-27 20:10:16.381220
1439,idx_694,INGEST,2024-10-27 17:39:23.381222
1440,idx_695,INGEST,2024-10-27 18:13:12.381224
1441,idx_696,INGEST,2024-10-27 17:51:06.381225
1442,idx_697,INGEST,2024-10-27 17:45:59.381227
1443,idx_698,INGEST,2024-10-27 18:08:44.381229
1444,idx_698,PROCESSING,2024-10-27 18:17:02.381229
1445,idx_698,INGEST,2024-10-27 18:17:18.381229
1446,idx_699,INGEST,2024-10-27 17:33:55.381231
1447,idx_699,PROCESSING,2024-10-27 17:36:59.381231
1448,idx_699,PROCESSING,2024-10-27 17:40:42.381231
1449,idx_700,INGEST,2024-10-27 17:38:22.381233
1450,idx_701,INGEST,2024-10-27 17:33:26.381235
1451,idx_701,PROCESSING,2024-10-27 17:49:09.381235
1452,idx_701,PROCESSING,2024-10-27 17:51:16.381235
1453,idx_702,INGEST,2024-10-27 17:50:19.381236
1454,idx_702,PROCESSING,2024-10-27 17:57:27.381236
1455,idx_702,WORKING,2024-10-27 18:31:53.381236
1456,idx_702,PENDING_APPROVAL,2024-10-27 18:41:19.381236
1457,idx_702,APPROVED,2024-10-27 18:42:14.381236
1458,idx_702,CLOSED,2024-10-27 18:42:14.381236
1459,idx_703,INGEST,2024-10-27 17:33:01.381238
1460,idx_703,PROCESSING,2024-10-27 17:52:46.381238
1461,idx_703,PROCESSING,2024-10-27 17:56:16.381238
1462,idx_703,ASSIGNED,2024-10-27 18:00:46.381238
1463,idx_703,WORKING,2024-10-27 18:57:53.381238
1464,idx_703,PENDING_APPROVAL,2024-10-27 19:11:58.381238
1465,idx_703,APPROVED,2024-10-27 19:19:08.381238
1466,idx_703,CLOSED,2024-10-27 19:19:08.381238
1467,idx_704,INGEST,2024-10-27 17:37:05.381240
1468,idx_704,PROCESSING,2024-10-27 17:41:26.381240
1469,idx_704,WORKING,2024-10-27 18:02:48.381240
1470,idx_704,PENDING_APPROVAL,2024-10-27 18:18:33.381240
1471,idx_704,APPROVED,2024-10-27 18:32:29.381240
1472,idx_704,CLOSED,2024-10-27 18:32:29.381240
1473,idx_705,INGEST,2024-10-27 17:44:41.381242
1474,idx_705,PROCESSING,2024-10-27 17:52:14.381242
1475,idx_705,WORKING,2024-10-27 18:49:02.381242
1476,idx_705,PENDING_APPROVAL,2024-10-27 19:03:28.381242
1477,idx_705,INGEST,2024-10-27 19:03:56.381242
1478,idx_705,PROCESSING,2024-10-27 19:14:19.381242
1479,idx_705,PROCESSING,2024-10-27 19:17:31.381242
1480,idx_705,WORKING,2024-10-27 20:52:52.381242
1481,idx_705,PENDING_APPROVAL,2024-10-27 21:11:17.381242
1482,idx_705,PENDING_APPROVAL,2024-10-27 21:17:27.381242
1483,idx_705,APPROVED,2024-10-27 21:21:42.381242
1484,idx_705,CLOSED,2024-10-27 21:21:42.381242
1485,idx_706,INGEST,2024-10-27 18:06:12.381244
1486,idx_707,INGEST,2024-10-27 18:04:11.381246
1487,idx_708,INGEST,2024-10-27 17:57:49.381248
1488,idx_709,INGEST,2024-10-27 17:52:46.381250
1489,idx_710,INGEST,2024-10-27 17:33:45.381252
1490,idx_711,INGEST,2024-10-27 18:01:25.381253
1491,idx_712,INGEST,2024-10-27 17:28:02.381255
1492,idx_713,INGEST,2024-10-27 17:39:55.381257
1493,idx_714,INGEST,2024-10-27 18:02:11.381259
1494,idx_715,INGEST,2024-10-27 17:43:56.381261
1495,idx_716,INGEST,2024-10-27 18:08:04.381263
1496,idx_717,INGEST,2024-10-27 17:49:53.381265
1497,idx_718,INGEST,2024-10-27 18:00:18.381267
1498,idx_719,INGEST,2024-10-27 18:13:53.381269
1499,idx_719,PROCESSING,2024-10-27 18:29:26.381269
1500,idx_719,WORKING,2024-10-27 19:16:31.381269
1501,idx_719,PENDING_APPROVAL,2024-10-27 19:31:56.381269
1502,idx_719,APPROVED,2024-10-27 19:36:25.381269
1503,idx_719,CLOSED,2024-10-27 19:36:25.381269
1504,idx_720,INGEST,2024-10-27 17:40:55.381270
1505,idx_721,INGEST,2024-10-27 17:50:14.381272
1506,idx_722,INGEST,2024-10-27 17:49:47.381274
1507,idx_723,INGEST,2024-10-27 17:57:13.381276
1508,idx_724,INGEST,2024-10-27 18:17:27.381278
1509,idx_725,INGEST,2024-10-27 17:58:17.381280
1510,idx_726,INGEST,2024-10-27 17:43:10.381282
1511,idx_726,PROCESSING,2024-10-27 17:46:43.381282
1512,idx_726,ASSIGNED,2024-10-27 17:50:08.381282
1513,idx_727,INGEST,2024-10-27 17:43:28.381284
1514,idx_728,INGEST,2024-10-27 18:06:43.381285
1515,idx_729,INGEST,2024-10-27 17:36:20.381287
1516,idx_730,INGEST,2024-10-27 17:41:45.381289
1517,idx_730,PROCESSING,2024-10-27 17:42:58.381289
1518,idx_730,ASSIGNED,2024-10-27 17:50:25.381289
1519,idx_730,ASSIGNED,2024-10-27 17:54:09.381289
1520,idx_731,INGEST,2024-10-27 17:37:07.381291
1521,idx_732,INGEST,2024-10-27 18:13:39.381293
1522,idx_733,INGEST,2024-10-27 18:12:52.381295
1523,idx_734,INGEST,2024-10-27 18:16:29.381297
1524,idx_734,PROCESSING,2024-10-27 18:20:33.381297
1525,idx_734,PROCESSING,2024-10-27 18:24:46.381297
1526,idx_734,WORKING,2024-10-27 20:06:12.381297
1527,idx_734,PENDING_APPROVAL,2024-10-27 20:18:42.381297
1528,idx_734,CLOSED,2024-10-27 20:18:42.381297
1529,idx_735,INGEST,2024-10-27 17:28:03.381299
1530,idx_735,PROCESSING,2024-10-27 17:46:56.381299
1531,idx_735,INGEST,2024-10-27 17:48:36.381299
1532,idx_736,INGEST,2024-10-27 18:05:49.381301
1533,idx_737,INGEST,2024-10-27 18:09:54.381303
1534,idx_738,INGEST,2024-10-27 18:02:14.381305
1535,idx_739,INGEST,2024-10-27 17:41:00.381307
1536,idx_739,PROCESSING,2024-10-27 17:47:38.381307
1537,idx_740,INGEST,2024-10-27 18:05:29.381309
1538,idx_741,INGEST,2024-10-27 17:40:04.381311
1539,idx_741,PROCESSING,2024-10-27 17:43:48.381311
1540,idx_741,WORKING,2024-10-27 18:31:47.381311
1541,idx_741,PENDING_APPROVAL,2024-10-27 18:41:30.381311
1542,idx_742,INGEST,2024-10-27 17:36:04.381313
1543,idx_743,INGEST,2024-10-27 18:03:32.381315
1544,idx_744,INGEST,2024-10-27 18:12:30.381317
1545,idx_745,INGEST,2024-10-27 18:10:32.381319
1546,idx_745,PROCESSING,2024-10-27 18:19:32.381319
1547,idx_745,WORKING,2024-10-27 20:10:06.381319
1548,idx_745,PENDING_APPROVAL,2024-10-27 20:28:03.381319
1549,idx_745,APPROVED,2024-10-27 20:41:17.381319
1550,idx_745,PROCESSING,2024-10-27 20:44:38.381319
1551,idx_745,WORKING,2024-10-27 22:07:05.381319
1552,idx_745,PENDING_APPROVAL,2024-10-27 22:27:21.381319
1553,idx_745,INGEST,2024-10-27 22:27:27.381319
1554,idx_746,INGEST,2024-10-27 17:57:29.381321
1555,idx_746,PROCESSING,2024-10-27 17:58:09.381321
1556,idx_747,INGEST,2024-10-27 17:57:49.381323
1557,idx_748,INGEST,2024-10-27 17:49:52.381325
1558,idx_748,PROCESSING,2024-10-27 18:01:40.381325
1559,idx_748,WORKING,2024-10-27 19:29:14.381325
1560,idx_748,PENDING_APPROVAL,2024-10-27 19:44:10.381325
1561,idx_748,APPROVED,2024-10-27 19:46:34.381325
1562,idx_748,CLOSED,2024-10-27 19:46:34.381325
1563,idx_749,INGEST,2024-10-27 17:50:08.381327
1564,idx_750,INGEST,2024-10-27 17:40:23.381329
1565,idx_751,INGEST,2024-10-27 18:09:26.381331
1566,idx_751,PROCESSING,2024-10-27 18:15:39.381331
1567,idx_751,PROCESSING,2024-10-27 18:17:42.381331
1568,idx_751,PROCESSING,2024-10-27 18:21:21.381331
1569,idx_752,INGEST,2024-10-27 17:31:10.381333
1570,idx_752,PROCESSING,2024-10-27 17:34:15.381333
1571,idx_752,ASSIGNED,2024-10-27 17:40:25.381333
1572,idx_752,WORKING,2024-10-27 18:45:18.381333
1573,idx_752,PENDING_APPROVAL,2024-10-27 18:59:24.381333
1574,idx_752,APPROVED,2024-10-27 19:11:35.381333
1575,idx_752,CLOSED,2024-10-27 19:11:35.381333
1576,idx_753,INGEST,2024-10-27 17:31:40.381335
1577,idx_754,INGEST,2024-10-27 17:34:44.381337
1578,idx_755,INGEST,2024-10-27 18:14:38.381339
1579,idx_756,INGEST,2024-10-27 17:40:10.381341
1580,idx_757,INGEST,2024-10-27 17:56:37.381343
1581,idx_758,INGEST,2024-10-27 17:43:09.381345
1582,idx_759,INGEST,2024-10-27 18:17:23.381346
1583,idx_760,INGEST,2024-10-27 17:39:30.381349
1584,idx_761,INGEST,2024-10-27 17:47:35.381351
1585,idx_762,INGEST,2024-10-27 17:43:51.381353
1586,idx_762,PROCESSING,2024-10-27 17:52:36.381353
1587,idx_762,WORKING,2024-10-27 19:26:42.381353
1588,idx_762,PENDING_APPROVAL,2024-10-27 19:41:15.381353
1589,idx_762,APPROVED,2024-10-27 19:52:02.381353
1590,idx_762,CLOSED,2024-10-27 19:52:02.381353
1591,idx_763,INGEST,2024-10-27 17:33:26.381355
1592,idx_764,INGEST,2024-10-27 17:42:45.381357
1593,idx_765,INGEST,2024-10-27 18:03:50.381359
1594,idx_766,INGEST,2024-10-27 17:50:32.381361
1595,idx_767,INGEST,2024-10-27 17:30:19.381363
1596,idx_768,INGEST,2024-10-27 17:56:10.381365
1597,idx_769,INGEST,2024-10-27 18:09:58.381367
1598,idx_769,PROCESSING,2024-10-27 18:17:12.381367
1599,idx_769,WORKING,2024-10-27 19:14:13.381367
1600,idx_769,PENDING_APPROVAL,2024-10-27 19:26:50.381367
1601,idx_769,APPROVED,2024-10-27 19:29:41.381367
1602,idx_769,CLOSED,2024-10-27 19:29:41.381367
1603,idx_770,INGEST,2024-10-27 17:31:51.381369
1604,idx_770,PROCESSING,2024-10-27 17:51:45.381369
1605,idx_770,WORKING,2024-10-27 19:43:24.381369
1606,idx_770,PENDING_APPROVAL,2024-10-27 19:53:17.381369
1607,idx_770,APPROVED,2024-10-27 20:04:28.381369
1608,idx_770,PROCESSING,2024-10-27 20:06:30.381369
1609,idx_770,WORKING,2024-10-27 20:44:14.381369
1610,idx_770,PENDING_APPROVAL,2024-10-27 21:01:20.381369
1611,idx_770,APPROVED,2024-10-27 21:07:15.381369
1612,idx_770,CLOSED,2024-10-27 21:07:15.381369
1613,idx_771,INGEST,2024-10-27 18:05:49.381371
1614,idx_772,INGEST,2024-10-27 18:05:51.381373
1615,idx_773,INGEST,2024-10-27 17:46:17.381375
1616,idx_773,PROCESSING,2024-10-27 18:00:12.381375
1617,idx_773,ASSIGNED,2024-10-27 18:04:47.381375
1618,idx_773,WORKING,2024-10-27 18:39:54.381375
1619,idx_773,PENDING_APPROVAL,2024-10-27 18:52:23.381375
1620,idx_773,APPROVED,2024-10-27 19:01:26.381375
1621,idx_773,CLOSED,2024-10-27 19:01:26.381375
1622,idx_774,INGEST,2024-10-27 17:37:31.381377
1623,idx_775,INGEST,2024-10-27 17:45:04.381379
1624,idx_775,PROCESSING,2024-10-27 17:50:43.381379
1625,idx_776,INGEST,2024-10-27 17:42:19.381381
1626,idx_776,PROCESSING,2024-10-27 17:48:00.381381
1627,idx_776,WORKING,2024-10-27 18:42:43.381381
1628,idx_776,PENDING_APPROVAL,2024-10-27 18:59:07.381381
1629,idx_776,APPROVED,2024-10-27 19:05:56.381381
1630,idx_776,CLOSED,2024-10-27 19:05:56.381381
1631,idx_777,INGEST,2024-10-27 17:53:19.381383
1632,idx_778,INGEST,2024-10-27 17:42:57.381385
1633,idx_779,INGEST,2024-10-27 17:28:25.381386
1634,idx_780,INGEST,2024-10-27 18:01:12.381388
1635,idx_781,INGEST,2024-10-27 17:43:06.381390
1636,idx_782,INGEST,2024-10-27 18:07:59.381392
1637,idx_783,INGEST,2024-10-27 17:50:58.381394
1638,idx_784,INGEST,2024-10-27 18:16:15.381396
1639,idx_785,INGEST,2024-10-27 17:54:38.381398
1640,idx_786,INGEST,2024-10-27 17:56:07.381400
1641,idx_787,INGEST,2024-10-27 18:14:10.381402
1642,idx_788,INGEST,2024-10-27 17:54:40.381404
1643,idx_789,INGEST,2024-10-27 18:12:29.381406
1644,idx_789,PROCESSING,2024-10-27 18:29:59.381406
1645,idx_789,PROCESSING,2024-10-27 18:34:37.381406
1646,idx_789,WORKING,2024-10-27 20:26:40.381406
1647,idx_789,PENDING_APPROVAL,2024-10-27 20:34:51.381406
1648,idx_789,INGEST,2024-10-27 20:36:30.381406
1649,idx_790,INGEST,2024-10-27 18:05:38.381408
1650,idx_791,INGEST,2024-10-27 18:05:53.381410
1651,idx_791,PROCESSING,2024-10-27 18:25:48.381410
1652,idx_791,ASSIGNED,2024-10-27 18:31:01.381410
1653,idx_791,WORKING,2024-10-27 19:11:56.381410
1654,idx_791,PENDING_APPROVAL,2024-10-27 19:24:29.381410
1655,idx_791,APPROVED,2024-10-27 19:35:15.381410
1656,idx_791,CLOSED,2024-10-27 19:35:15.381410
1657,idx_792,INGEST,2024-10-27 17:48:13.381412
1658,idx_793,INGEST,2024-10-27 18:13:45.381414
1659,idx_794,INGEST,2024-10-27 17:45:54.381416
1660,idx_795,INGEST,2024-10-27 17:51:21.381418
1661,idx_796,INGEST,2024-10-27 17:45:34.381420
1662,idx_797,INGEST,2024-10-27 18:03:44.381422
1663,idx_798,INGEST,2024-10-27 17:52:17.381424
1664,idx_799,INGEST,2024-10-27 17:40:59.381426
1665,idx_800,INGEST,2024-10-27 17:38:24.381428
1666,idx_801,INGEST,2024-10-27 18:17:22.381430
1667,idx_801,PROCESSING,2024-10-27 18:20:47.381430
1668,idx_802,INGEST,2024-10-27 18:14:41.381431
1669,idx_802,PROCESSING,2024-10-27 18:32:11.381431
1670,idx_802,WORKING,2024-10-27 20:14:21.381431
1671,idx_802,PENDING_APPROVAL,2024-10-27 20:28:27.381431
1672,idx_803,INGEST,2024-10-27 18:01:36.381433
1673,idx_803,PROCESSING,2024-10-27 18:04:05.381433
1674,idx_803,WORKING,2024-10-27 19:28:08.381433
1675,idx_803,PENDING_APPROVAL,2024-10-27 19:45:01.381433
1676,idx_803,INGEST,2024-10-27 19:46:43.381433
1677,idx_804,INGEST,2024-10-27 17:35:20.381435
1678,idx_805,INGEST,2024-10-27 17:33:24.381437
1679,idx_805,PROCESSING,2024-10-27 17:39:18.381437
1680,idx_805,ASSIGNED,2024-10-27 17:42:48.381437
1681,idx_805,WORKING,2024-10-27 18:33:55.381437
1682,idx_805,PENDING_APPROVAL,2024-10-27 18:49:06.381437
1683,idx_805,APPROVED,2024-10-27 18:52:18.381437
1684,idx_805,CLOSED,2024-10-27 18:52:18.381437
1685,idx_806,INGEST,2024-10-27 17:38:37.381439
1686,idx_807,INGEST,2024-10-27 17:48:47.381441
1687,idx_808,INGEST,2024-10-27 17:58:31.381443
1688,idx_809,INGEST,2024-10-27 18:06:59.381445
1689,idx_809,PROCESSING,2024-10-27 18:14:34.381445
1690,idx_809,WORKING,2024-10-27 19:01:34.381445
1691,idx_810,INGEST,2024-10-27 17:47:48.381447
1692,idx_810,PROCESSING,2024-10-27 18:03:12.381447
1693,idx_810,WORKING,2024-10-27 19:50:43.381447
1694,idx_810,PENDING_APPROVAL,2024-10-27 20:04:17.381447
1695,idx_810,APPROVED,2024-10-27 20:10:56.381447
1696,idx_810,CLOSED,2024-10-27 20:10:56.381447
1697,idx_811,INGEST,2024-10-27 17:50:49.381449
1698,idx_811,PROCESSING,2024-10-27 17:54:40.381449
1699,idx_812,INGEST,2024-10-27 18:08:10.381451
1700,idx_813,INGEST,2024-10-27 18:13:04.381453
1701,idx_814,INGEST,2024-10-27 17:51:17.381454
1702,idx_815,INGEST,2024-10-27 18:12:24.381456
1703,idx_816,INGEST,2024-10-27 17:42:25.381458
1704,idx_817,INGEST,2024-10-27 17:46:46.381460
1705,idx_818,INGEST,2024-10-27 18:11:24.381462
1706,idx_819,INGEST,2024-10-27 17:37:34.381464
1707,idx_820,INGEST,2024-10-27 17:31:48.381466
1708,idx_821,INGEST,2024-10-27 17:42:37.381468
1709,idx_821,PROCESSING,2024-10-27 18:00:27.381468
1710,idx_821,INGEST,2024-10-27 18:00:52.381468
1711,idx_822,INGEST,2024-10-27 18:16:25.381470
1712,idx_823,INGEST,2024-10-27 17:52:38.381472
1713,idx_823,PROCESSING,2024-10-27 17:56:49.381472
1714,idx_823,ASSIGNED,2024-10-27 18:03:19.381472
1715,idx_823,WORKING,2024-10-27 19:45:14.381472
1716,idx_823,PENDING_APPROVAL,2024-10-27 20:02:51.381472
1717,idx_823,APPROVED,2024-10-27 20:09:08.381472
1718,idx_823,CLOSED,2024-10-27 20:09:08.381472
1719,idx_824,INGEST,2024-10-27 17:34:30.381474
1720,idx_825,INGEST,2024-10-27 18:06:25.381476
1721,idx_826,INGEST,2024-10-27 17:53:03.381478
1722,idx_827,INGEST,2024-10-27 18:17:16.381480
1723,idx_828,INGEST,2024-10-27 17:35:09.381482
1724,idx_828,PROCESSING,2024-10-27 17:52:42.381482
1725,idx_829,INGEST,2024-10-27 18:09:43.381484
1726,idx_830,INGEST,2024-10-27 18:07:00.381486
1727,idx_830,PROCESSING,2024-10-27 18:11:30.381486
1728,idx_830,ASSIGNED,2024-10-27 18:19:18.381486
1729,idx_830,PROCESSING,2024-10-27 18:23:14.381486
1730,idx_831,INGEST,2024-10-27 18:03:24.381488
1731,idx_831,PROCESSING,2024-10-27 18:19:32.381488
1732,idx_831,ASSIGNED,2024-10-27 18:24:10.381488
1733,idx_831,WORKING,2024-10-27 19:43:56.381488
1734,idx_831,PENDING_APPROVAL,2024-10-27 19:54:14.381488
1735,idx_831,APPROVED,2024-10-27 19:56:34.381488
1736,idx_831,CLOSED,2024-10-27 19:56:34.381488
1737,idx_832,INGEST,2024-10-27 17:55:09.381490
1738,idx_833,INGEST,2024-10-27 17:44:32.381492
1739,idx_833,PROCESSING,2024-10-27 18:02:14.381492
1740,idx_833,ASSIGNED,2024-10-27 18:10:56.381492
1741,idx_833,WORKING,2024-10-27 18:37:09.381492
1742,idx_833,PENDING_APPROVAL,2024-10-27 18:59:36.381492
1743,idx_833,APPROVED,2024-10-27 19:05:12.381492
1744,idx_833,CLOSED,2024-10-27 19:05:12.381492
1745,idx_834,INGEST,2024-10-27 18:17:32.381494
1746,idx_835,INGEST,2024-10-27 18:02:26.381496
1747,idx_836,INGEST,2024-10-27 18:01:33.381498
1748,idx_836,PROCESSING,2024-10-27 18:17:35.381498
1749,idx_837,INGEST,2024-10-27 17:58:05.381500
1750,idx_838,INGEST,2024-10-27 17:29:55.381502
1751,idx_839,INGEST,2024-10-27 17:45:48.381504
1752,idx_840,INGEST,2024-10-27 18:01:49.381506
1753,idx_840,PROCESSING,2024-10-27 18:17:13.381506
1754,idx_840,WORKING,2024-10-27 19:58:55.381506
1755,idx_840,PENDING_APPROVAL,2024-10-27 20:11:24.381506
1756,idx_840,APPROVED,2024-10-27 20:13:05.381506
1757,idx_840,CLOSED,2024-10-27 20:13:05.381506
1758,idx_841,INGEST,2024-10-27 17:53:12.381508
1759,idx_842,INGEST,2024-10-27 18:02:48.381510
1760,idx_843,INGEST,2024-10-27 17:43:33.381512
1761,idx_844,INGEST,2024-10-27 18:01:24.381514
